Average: 0.09059072450432802
ID	Reference	Hypothesis	s+wms
133	For three harrowing hours, as Omar Mateen carried out his rampage inside the Pulse nightclub in Orlando, clubgoers hid in bathrooms, in air-conditioning vents, under tables.'	It's the worst terror attack on American soil since 9/11, and the deadliest mass shooting in U.S. history.'	5.171957084754373e-08
134	For three harrowing hours, as Omar Mateen carried out his rampage inside the Pulse nightclub in Orlando, clubgoers hid in bathrooms, in air-conditioning vents, under tables.'	The gun massacre Sunday at an Orlando nightclub is the worst in the history of the U.S., where mass shootings are frighteningly common.'	6.294469482661467e-07
135	It's the worst terror attack on American soil since 9/11, and the deadliest mass shooting in U.S. history.'	A shooting at a gay nightclub in Orlando killed at least 50 people on Sunday, June 12. Orlando police said they shot and killed the gunman.	4.453915936741093e-08
136	It's the worst terror attack on American soil since 9/11, and the deadliest mass shooting in U.S. history.'	Approximately 20 people have died after an attacker opened fire inside a gay nightclub in the Florida city of Orlando, police say.	5.017988841148318e-08
137	It's the worst terror attack on American soil since 9/11, and the deadliest mass shooting in U.S. history.'	Officials say at least 49 people were killed and dozens were injured in the shooting.	5.873822705216363e-08
138	It's the worst terror attack on American soil since 9/11, and the deadliest mass shooting in U.S. history.'	A terrorist opened fire inside a popular Orlando gay club near closing time early Sunday.	5.53538103048111e-08
139	It's the worst terror attack on American soil since 9/11, and the deadliest mass shooting in U.S. history.'	At least 42 people were taken to hospitals with injuries, police said. The shooter was killed in an exchange of gunfire with police.	2.749777859188169e-08
140	It's the worst terror attack on American soil since 9/11, and the deadliest mass shooting in U.S. history.'	Police in the US city of Orlando are telling people to stay away from a gay nightclub where a shooting has broken out and people are injured.'	5.0791055129039007e-08
141	It's the worst terror attack on American soil since 9/11, and the deadliest mass shooting in U.S. history.'	Unconfirmed reports have emerged of a shooting at a nightclub in Orlando, Florida.'	5.503850261314951e-08
142	It's the worst terror attack on American soil since 9/11, and the deadliest mass shooting in U.S. history.'	At least 50 people are dead and dozens injured after a gunman opened fire at a gay nightclub in Orlando. What exactly happened?'	3.6874009049772645e-08
143	It's the worst terror attack on American soil since 9/11, and the deadliest mass shooting in U.S. history.'	For three harrowing hours, as Omar Mateen carried out his rampage inside the Pulse nightclub in Orlando, clubgoers hid in bathrooms, in air-conditioning vents, under tables.'	5.099266618315807e-08
144	It's the worst terror attack on American soil since 9/11, and the deadliest mass shooting in U.S. history.'	It's the worst terror attack on American soil since 9/11, and the deadliest mass shooting in U.S. history.'	0.6596014525748117
145	It's the worst terror attack on American soil since 9/11, and the deadliest mass shooting in U.S. history.'	The gun massacre Sunday at an Orlando nightclub is the worst in the history of the U.S., where mass shootings are frighteningly common.'	5.772368770361103e-07
146	The gun massacre Sunday at an Orlando nightclub is the worst in the history of the U.S., where mass shootings are frighteningly common.'	A shooting at a gay nightclub in Orlando killed at least 50 people on Sunday, June 12. Orlando police said they shot and killed the gunman.	7.659985122530999e-07
147	The gun massacre Sunday at an Orlando nightclub is the worst in the history of the U.S., where mass shootings are frighteningly common.'	Approximately 20 people have died after an attacker opened fire inside a gay nightclub in the Florida city of Orlando, police say.	5.949954797411017e-07
148	The gun massacre Sunday at an Orlando nightclub is the worst in the history of the U.S., where mass shootings are frighteningly common.'	Officials say at least 49 people were killed and dozens were injured in the shooting.	2.0932887747919294e-07
149	The gun massacre Sunday at an Orlando nightclub is the worst in the history of the U.S., where mass shootings are frighteningly common.'	A terrorist opened fire inside a popular Orlando gay club near closing time early Sunday.	6.334817504611631e-07
150	The gun massacre Sunday at an Orlando nightclub is the worst in the history of the U.S., where mass shootings are frighteningly common.'	At least 42 people were taken to hospitals with injuries, police said. The shooter was killed in an exchange of gunfire with police.	1.4209521789509582e-07
151	The gun massacre Sunday at an Orlando nightclub is the worst in the history of the U.S., where mass shootings are frighteningly common.'	Police in the US city of Orlando are telling people to stay away from a gay nightclub where a shooting has broken out and people are injured.'	1.1941774447185515e-06
152	The gun massacre Sunday at an Orlando nightclub is the worst in the history of the U.S., where mass shootings are frighteningly common.'	Unconfirmed reports have emerged of a shooting at a nightclub in Orlando, Florida.'	8.886865322534895e-07
153	The gun massacre Sunday at an Orlando nightclub is the worst in the history of the U.S., where mass shootings are frighteningly common.'	At least 50 people are dead and dozens injured after a gunman opened fire at a gay nightclub in Orlando. What exactly happened?'	3.3502858252428094e-07
154	The gun massacre Sunday at an Orlando nightclub is the worst in the history of the U.S., where mass shootings are frighteningly common.'	For three harrowing hours, as Omar Mateen carried out his rampage inside the Pulse nightclub in Orlando, clubgoers hid in bathrooms, in air-conditioning vents, under tables.'	6.680749997800664e-07
155	The gun massacre Sunday at an Orlando nightclub is the worst in the history of the U.S., where mass shootings are frighteningly common.'	It's the worst terror attack on American soil since 9/11, and the deadliest mass shooting in U.S. history.'	5.914719880407464e-07
156	The gun massacre Sunday at an Orlando nightclub is the worst in the history of the U.S., where mass shootings are frighteningly common.'	The gun massacre Sunday at an Orlando nightclub is the worst in the history of the U.S., where mass shootings are frighteningly common.'	0.8146847924126392
157	Nelson Mandela, who rose from militant antiapartheid activist to become the unifying president of a democratic South Africa and a global symbol of racial reconciliation, died at his Johannesburg home on Thursday. He was 95.	Nelson Mandela, who rose from militant antiapartheid activist to become the unifying president of a democratic South Africa and a global symbol of racial reconciliation, died at his Johannesburg home on Thursday. He was 95.	0.8127413308909432
158	Nelson Mandela, who rose from militant antiapartheid activist to become the unifying president of a democratic South Africa and a global symbol of racial reconciliation, died at his Johannesburg home on Thursday. He was 95.	He was the country’s most potent symbol of unity, using the power of forgiveness and reconciliation.	1.0380617071737692e-06
159	Nelson Mandela, who rose from militant antiapartheid activist to become the unifying president of a democratic South Africa and a global symbol of racial reconciliation, died at his Johannesburg home on Thursday. He was 95.	The South African leader, who passionately fought apartheid, dies at age 95	2.5870924235197597e-06
160	Nelson Mandela, who rose from militant antiapartheid activist to become the unifying president of a democratic South Africa and a global symbol of racial reconciliation, died at his Johannesburg home on Thursday. He was 95.	Nelson Mandela, the anti-apartheid crusader and former South African president, died Dec. 5 at 95. We’re bringing you live updates here.	2.7343441496162484e-06
161	Nelson Mandela, who rose from militant antiapartheid activist to become the unifying president of a democratic South Africa and a global symbol of racial reconciliation, died at his Johannesburg home on Thursday. He was 95.	In a symbol befitting a nation in mourning, a dark gray cloud swept over Johannesburg on Friday as news spread that Nelson Mandela is dead.	2.0508275755661353e-06
162	Nelson Mandela, who rose from militant antiapartheid activist to become the unifying president of a democratic South Africa and a global symbol of racial reconciliation, died at his Johannesburg home on Thursday. He was 95.	The people of South Africa reacted Friday with deep sadness at the loss of a man considered by many to be the father of the nation, while mourners said it was also a time to celebrate the achievements of the anti-apartheid leader who emerged from prison to become South Africa's first black president.	4.7879338653533845e-06
163	Nelson Mandela, who rose from militant antiapartheid activist to become the unifying president of a democratic South Africa and a global symbol of racial reconciliation, died at his Johannesburg home on Thursday. He was 95.	When Nelson Mandela died on Thursday, people around the globe gathered to memorialize the man widely recognized as a beacon of courage, hope and freedom.	3.2609173497838677e-06
164	Nelson Mandela, who rose from militant antiapartheid activist to become the unifying president of a democratic South Africa and a global symbol of racial reconciliation, died at his Johannesburg home on Thursday. He was 95.	Mandela transformed his nation from oppressive regime to one of the most inclusive democracies on the planet.	1.6888255636319665e-06
165	Nelson Mandela, who rose from militant antiapartheid activist to become the unifying president of a democratic South Africa and a global symbol of racial reconciliation, died at his Johannesburg home on Thursday. He was 95.	In an extraordinary life that spanned the rural hills where he was groomed for tribal leadership, anti-apartheid activism, guerrilla warfare, 27 years of political imprisonment and, ultimately, the South African presidency, Mandela held a unique cachet that engendered respect and awe in capitals around the globe.'	2.652088193049254e-06
166	He was the country’s most potent symbol of unity, using the power of forgiveness and reconciliation.	Nelson Mandela, who rose from militant antiapartheid activist to become the unifying president of a democratic South Africa and a global symbol of racial reconciliation, died at his Johannesburg home on Thursday. He was 95.	1.0746382563458075e-06
167	He was the country’s most potent symbol of unity, using the power of forgiveness and reconciliation.	He was the country’s most potent symbol of unity, using the power of forgiveness and reconciliation.	0.9702920326634794
168	He was the country’s most potent symbol of unity, using the power of forgiveness and reconciliation.	The South African leader, who passionately fought apartheid, dies at age 95	2.639415433245359e-07
169	He was the country’s most potent symbol of unity, using the power of forgiveness and reconciliation.	Nelson Mandela, the anti-apartheid crusader and former South African president, died Dec. 5 at 95. We’re bringing you live updates here.	1.3284844705801075e-07
170	He was the country’s most potent symbol of unity, using the power of forgiveness and reconciliation.	In a symbol befitting a nation in mourning, a dark gray cloud swept over Johannesburg on Friday as news spread that Nelson Mandela is dead.	5.889840387110853e-07
171	He was the country’s most potent symbol of unity, using the power of forgiveness and reconciliation.	The people of South Africa reacted Friday with deep sadness at the loss of a man considered by many to be the father of the nation, while mourners said it was also a time to celebrate the achievements of the anti-apartheid leader who emerged from prison to become South Africa's first black president.	6.839512066316795e-07
172	He was the country’s most potent symbol of unity, using the power of forgiveness and reconciliation.	When Nelson Mandela died on Thursday, people around the globe gathered to memorialize the man widely recognized as a beacon of courage, hope and freedom.	1.160591053340794e-06
173	He was the country’s most potent symbol of unity, using the power of forgiveness and reconciliation.	Mandela transformed his nation from oppressive regime to one of the most inclusive democracies on the planet.	7.006281898299804e-07
174	He was the country’s most potent symbol of unity, using the power of forgiveness and reconciliation.	In an extraordinary life that spanned the rural hills where he was groomed for tribal leadership, anti-apartheid activism, guerrilla warfare, 27 years of political imprisonment and, ultimately, the South African presidency, Mandela held a unique cachet that engendered respect and awe in capitals around the globe.'	1.2552859491682316e-06
175	The South African leader, who passionately fought apartheid, dies at age 95	Nelson Mandela, who rose from militant antiapartheid activist to become the unifying president of a democratic South Africa and a global symbol of racial reconciliation, died at his Johannesburg home on Thursday. He was 95.	2.609746576005902e-06
176	The South African leader, who passionately fought apartheid, dies at age 95	He was the country’s most potent symbol of unity, using the power of forgiveness and reconciliation.	2.732241781917676e-07
177	The South African leader, who passionately fought apartheid, dies at age 95	The South African leader, who passionately fought apartheid, dies at age 95	0.7793258673870848
178	The South African leader, who passionately fought apartheid, dies at age 95	Nelson Mandela, the anti-apartheid crusader and former South African president, died Dec. 5 at 95. We’re bringing you live updates here.	1.8192177478747834e-06
179	The South African leader, who passionately fought apartheid, dies at age 95	In a symbol befitting a nation in mourning, a dark gray cloud swept over Johannesburg on Friday as news spread that Nelson Mandela is dead.	3.5129182116525645e-07
180	The South African leader, who passionately fought apartheid, dies at age 95	The people of South Africa reacted Friday with deep sadness at the loss of a man considered by many to be the father of the nation, while mourners said it was also a time to celebrate the achievements of the anti-apartheid leader who emerged from prison to become South Africa's first black president.	1.6889673014611528e-06
181	The South African leader, who passionately fought apartheid, dies at age 95	When Nelson Mandela died on Thursday, people around the globe gathered to memorialize the man widely recognized as a beacon of courage, hope and freedom.	7.465086311801305e-07
182	The South African leader, who passionately fought apartheid, dies at age 95	Mandela transformed his nation from oppressive regime to one of the most inclusive democracies on the planet.	4.829185019261455e-07
183	The South African leader, who passionately fought apartheid, dies at age 95	In an extraordinary life that spanned the rural hills where he was groomed for tribal leadership, anti-apartheid activism, guerrilla warfare, 27 years of political imprisonment and, ultimately, the South African presidency, Mandela held a unique cachet that engendered respect and awe in capitals around the globe.'	1.526241924419495e-06
184	Nelson Mandela, the anti-apartheid crusader and former South African president, died Dec. 5 at 95. We’re bringing you live updates here.	Nelson Mandela, who rose from militant antiapartheid activist to become the unifying president of a democratic South Africa and a global symbol of racial reconciliation, died at his Johannesburg home on Thursday. He was 95.	2.753462340388577e-06
185	Nelson Mandela, the anti-apartheid crusader and former South African president, died Dec. 5 at 95. We’re bringing you live updates here.	He was the country’s most potent symbol of unity, using the power of forgiveness and reconciliation.	1.290711947390475e-07
186	Nelson Mandela, the anti-apartheid crusader and former South African president, died Dec. 5 at 95. We’re bringing you live updates here.	The South African leader, who passionately fought apartheid, dies at age 95	1.8036150526267234e-06
187	Nelson Mandela, the anti-apartheid crusader and former South African president, died Dec. 5 at 95. We’re bringing you live updates here.	Nelson Mandela, the anti-apartheid crusader and former South African president, died Dec. 5 at 95. We’re bringing you live updates here.	0.8124308453458738
188	Nelson Mandela, the anti-apartheid crusader and former South African president, died Dec. 5 at 95. We’re bringing you live updates here.	In a symbol befitting a nation in mourning, a dark gray cloud swept over Johannesburg on Friday as news spread that Nelson Mandela is dead.	2.715963347282673e-07
189	Nelson Mandela, the anti-apartheid crusader and former South African president, died Dec. 5 at 95. We’re bringing you live updates here.	The people of South Africa reacted Friday with deep sadness at the loss of a man considered by many to be the father of the nation, while mourners said it was also a time to celebrate the achievements of the anti-apartheid leader who emerged from prison to become South Africa's first black president.	1.045666681095146e-06
190	Nelson Mandela, the anti-apartheid crusader and former South African president, died Dec. 5 at 95. We’re bringing you live updates here.	When Nelson Mandela died on Thursday, people around the globe gathered to memorialize the man widely recognized as a beacon of courage, hope and freedom.	4.832045863016479e-07
191	Nelson Mandela, the anti-apartheid crusader and former South African president, died Dec. 5 at 95. We’re bringing you live updates here.	Mandela transformed his nation from oppressive regime to one of the most inclusive democracies on the planet.	3.0879324000303556e-07
192	Nelson Mandela, the anti-apartheid crusader and former South African president, died Dec. 5 at 95. We’re bringing you live updates here.	In an extraordinary life that spanned the rural hills where he was groomed for tribal leadership, anti-apartheid activism, guerrilla warfare, 27 years of political imprisonment and, ultimately, the South African presidency, Mandela held a unique cachet that engendered respect and awe in capitals around the globe.'	9.840897932093996e-07
193	In a symbol befitting a nation in mourning, a dark gray cloud swept over Johannesburg on Friday as news spread that Nelson Mandela is dead.	Nelson Mandela, who rose from militant antiapartheid activist to become the unifying president of a democratic South Africa and a global symbol of racial reconciliation, died at his Johannesburg home on Thursday. He was 95.	2.1018254788662973e-06
194	In a symbol befitting a nation in mourning, a dark gray cloud swept over Johannesburg on Friday as news spread that Nelson Mandela is dead.	He was the country’s most potent symbol of unity, using the power of forgiveness and reconciliation.	5.888790103728461e-07
195	In a symbol befitting a nation in mourning, a dark gray cloud swept over Johannesburg on Friday as news spread that Nelson Mandela is dead.	The South African leader, who passionately fought apartheid, dies at age 95	3.4342654101877115e-07
196	In a symbol befitting a nation in mourning, a dark gray cloud swept over Johannesburg on Friday as news spread that Nelson Mandela is dead.	Nelson Mandela, the anti-apartheid crusader and former South African president, died Dec. 5 at 95. We’re bringing you live updates here.	2.74824034390516e-07
197	In a symbol befitting a nation in mourning, a dark gray cloud swept over Johannesburg on Friday as news spread that Nelson Mandela is dead.	In a symbol befitting a nation in mourning, a dark gray cloud swept over Johannesburg on Friday as news spread that Nelson Mandela is dead.	0.9386728281361881
198	In a symbol befitting a nation in mourning, a dark gray cloud swept over Johannesburg on Friday as news spread that Nelson Mandela is dead.	The people of South Africa reacted Friday with deep sadness at the loss of a man considered by many to be the father of the nation, while mourners said it was also a time to celebrate the achievements of the anti-apartheid leader who emerged from prison to become South Africa's first black president.	1.2106127441709774e-06
199	In a symbol befitting a nation in mourning, a dark gray cloud swept over Johannesburg on Friday as news spread that Nelson Mandela is dead.	When Nelson Mandela died on Thursday, people around the globe gathered to memorialize the man widely recognized as a beacon of courage, hope and freedom.	3.0653501930423258e-06
200	In a symbol befitting a nation in mourning, a dark gray cloud swept over Johannesburg on Friday as news spread that Nelson Mandela is dead.	Mandela transformed his nation from oppressive regime to one of the most inclusive democracies on the planet.	4.934191344866586e-07
201	In a symbol befitting a nation in mourning, a dark gray cloud swept over Johannesburg on Friday as news spread that Nelson Mandela is dead.	In an extraordinary life that spanned the rural hills where he was groomed for tribal leadership, anti-apartheid activism, guerrilla warfare, 27 years of political imprisonment and, ultimately, the South African presidency, Mandela held a unique cachet that engendered respect and awe in capitals around the globe.'	1.0184440513211721e-06
202	The people of South Africa reacted Friday with deep sadness at the loss of a man considered by many to be the father of the nation, while mourners said it was also a time to celebrate the achievements of the anti-apartheid leader who emerged from prison to become South Africa's first black president.	Nelson Mandela, who rose from militant antiapartheid activist to become the unifying president of a democratic South Africa and a global symbol of racial reconciliation, died at his Johannesburg home on Thursday. He was 95.	4.81410512951673e-06
203	The people of South Africa reacted Friday with deep sadness at the loss of a man considered by many to be the father of the nation, while mourners said it was also a time to celebrate the achievements of the anti-apartheid leader who emerged from prison to become South Africa's first black president.	He was the country’s most potent symbol of unity, using the power of forgiveness and reconciliation.	6.862006518843398e-07
204	The people of South Africa reacted Friday with deep sadness at the loss of a man considered by many to be the father of the nation, while mourners said it was also a time to celebrate the achievements of the anti-apartheid leader who emerged from prison to become South Africa's first black president.	The South African leader, who passionately fought apartheid, dies at age 95	1.6848135263909727e-06
205	The people of South Africa reacted Friday with deep sadness at the loss of a man considered by many to be the father of the nation, while mourners said it was also a time to celebrate the achievements of the anti-apartheid leader who emerged from prison to become South Africa's first black president.	Nelson Mandela, the anti-apartheid crusader and former South African president, died Dec. 5 at 95. We’re bringing you live updates here.	1.0480707593598205e-06
206	The people of South Africa reacted Friday with deep sadness at the loss of a man considered by many to be the father of the nation, while mourners said it was also a time to celebrate the achievements of the anti-apartheid leader who emerged from prison to become South Africa's first black president.	In a symbol befitting a nation in mourning, a dark gray cloud swept over Johannesburg on Friday as news spread that Nelson Mandela is dead.	1.2115829381599437e-06
207	The people of South Africa reacted Friday with deep sadness at the loss of a man considered by many to be the father of the nation, while mourners said it was also a time to celebrate the achievements of the anti-apartheid leader who emerged from prison to become South Africa's first black president.	The people of South Africa reacted Friday with deep sadness at the loss of a man considered by many to be the father of the nation, while mourners said it was also a time to celebrate the achievements of the anti-apartheid leader who emerged from prison to become South Africa's first black president.	0.9711665029252462
208	The people of South Africa reacted Friday with deep sadness at the loss of a man considered by many to be the father of the nation, while mourners said it was also a time to celebrate the achievements of the anti-apartheid leader who emerged from prison to become South Africa's first black president.	When Nelson Mandela died on Thursday, people around the globe gathered to memorialize the man widely recognized as a beacon of courage, hope and freedom.	3.0042496796358395e-06
209	The people of South Africa reacted Friday with deep sadness at the loss of a man considered by many to be the father of the nation, while mourners said it was also a time to celebrate the achievements of the anti-apartheid leader who emerged from prison to become South Africa's first black president.	Mandela transformed his nation from oppressive regime to one of the most inclusive democracies on the planet.	8.358235996391471e-07
210	The people of South Africa reacted Friday with deep sadness at the loss of a man considered by many to be the father of the nation, while mourners said it was also a time to celebrate the achievements of the anti-apartheid leader who emerged from prison to become South Africa's first black president.	In an extraordinary life that spanned the rural hills where he was groomed for tribal leadership, anti-apartheid activism, guerrilla warfare, 27 years of political imprisonment and, ultimately, the South African presidency, Mandela held a unique cachet that engendered respect and awe in capitals around the globe.'	2.4512746652881734e-06
211	When Nelson Mandela died on Thursday, people around the globe gathered to memorialize the man widely recognized as a beacon of courage, hope and freedom.	Nelson Mandela, who rose from militant antiapartheid activist to become the unifying president of a democratic South Africa and a global symbol of racial reconciliation, died at his Johannesburg home on Thursday. He was 95.	3.280884401755891e-06
212	When Nelson Mandela died on Thursday, people around the globe gathered to memorialize the man widely recognized as a beacon of courage, hope and freedom.	He was the country’s most potent symbol of unity, using the power of forgiveness and reconciliation.	1.1603243389552458e-06
213	When Nelson Mandela died on Thursday, people around the globe gathered to memorialize the man widely recognized as a beacon of courage, hope and freedom.	The South African leader, who passionately fought apartheid, dies at age 95	7.42857576637293e-07
214	When Nelson Mandela died on Thursday, people around the globe gathered to memorialize the man widely recognized as a beacon of courage, hope and freedom.	Nelson Mandela, the anti-apartheid crusader and former South African president, died Dec. 5 at 95. We’re bringing you live updates here.	4.831815458608029e-07
215	When Nelson Mandela died on Thursday, people around the globe gathered to memorialize the man widely recognized as a beacon of courage, hope and freedom.	In a symbol befitting a nation in mourning, a dark gray cloud swept over Johannesburg on Friday as news spread that Nelson Mandela is dead.	3.081864649363387e-06
216	When Nelson Mandela died on Thursday, people around the globe gathered to memorialize the man widely recognized as a beacon of courage, hope and freedom.	The people of South Africa reacted Friday with deep sadness at the loss of a man considered by many to be the father of the nation, while mourners said it was also a time to celebrate the achievements of the anti-apartheid leader who emerged from prison to become South Africa's first black president.	3.0043098468292767e-06
217	When Nelson Mandela died on Thursday, people around the globe gathered to memorialize the man widely recognized as a beacon of courage, hope and freedom.	When Nelson Mandela died on Thursday, people around the globe gathered to memorialize the man widely recognized as a beacon of courage, hope and freedom.	0.9592346408445525
218	When Nelson Mandela died on Thursday, people around the globe gathered to memorialize the man widely recognized as a beacon of courage, hope and freedom.	Mandela transformed his nation from oppressive regime to one of the most inclusive democracies on the planet.	9.893170009193054e-07
219	When Nelson Mandela died on Thursday, people around the globe gathered to memorialize the man widely recognized as a beacon of courage, hope and freedom.	In an extraordinary life that spanned the rural hills where he was groomed for tribal leadership, anti-apartheid activism, guerrilla warfare, 27 years of political imprisonment and, ultimately, the South African presidency, Mandela held a unique cachet that engendered respect and awe in capitals around the globe.'	1.9276144203609417e-06
220	Mandela transformed his nation from oppressive regime to one of the most inclusive democracies on the planet.	Nelson Mandela, who rose from militant antiapartheid activist to become the unifying president of a democratic South Africa and a global symbol of racial reconciliation, died at his Johannesburg home on Thursday. He was 95.	1.694063253227762e-06
221	Mandela transformed his nation from oppressive regime to one of the most inclusive democracies on the planet.	He was the country’s most potent symbol of unity, using the power of forgiveness and reconciliation.	7.089890637172681e-07
222	Mandela transformed his nation from oppressive regime to one of the most inclusive democracies on the planet.	The South African leader, who passionately fought apartheid, dies at age 95	4.792719122666077e-07
223	Mandela transformed his nation from oppressive regime to one of the most inclusive democracies on the planet.	Nelson Mandela, the anti-apartheid crusader and former South African president, died Dec. 5 at 95. We’re bringing you live updates here.	3.0570138373755725e-07
224	Mandela transformed his nation from oppressive regime to one of the most inclusive democracies on the planet.	In a symbol befitting a nation in mourning, a dark gray cloud swept over Johannesburg on Friday as news spread that Nelson Mandela is dead.	5.00236708783781e-07
225	Mandela transformed his nation from oppressive regime to one of the most inclusive democracies on the planet.	The people of South Africa reacted Friday with deep sadness at the loss of a man considered by many to be the father of the nation, while mourners said it was also a time to celebrate the achievements of the anti-apartheid leader who emerged from prison to become South Africa's first black president.	8.368979879851918e-07
226	Mandela transformed his nation from oppressive regime to one of the most inclusive democracies on the planet.	When Nelson Mandela died on Thursday, people around the globe gathered to memorialize the man widely recognized as a beacon of courage, hope and freedom.	9.897039059035221e-07
227	Mandela transformed his nation from oppressive regime to one of the most inclusive democracies on the planet.	Mandela transformed his nation from oppressive regime to one of the most inclusive democracies on the planet.	0.9429414813486131
228	Mandela transformed his nation from oppressive regime to one of the most inclusive democracies on the planet.	In an extraordinary life that spanned the rural hills where he was groomed for tribal leadership, anti-apartheid activism, guerrilla warfare, 27 years of political imprisonment and, ultimately, the South African presidency, Mandela held a unique cachet that engendered respect and awe in capitals around the globe.'	2.0814870776629785e-06
229	In an extraordinary life that spanned the rural hills where he was groomed for tribal leadership, anti-apartheid activism, guerrilla warfare, 27 years of political imprisonment and, ultimately, the South African presidency, Mandela held a unique cachet that engendered respect and awe in capitals around the globe.'	Nelson Mandela, who rose from militant antiapartheid activist to become the unifying president of a democratic South Africa and a global symbol of racial reconciliation, died at his Johannesburg home on Thursday. He was 95.	2.6797213445783552e-06
230	In an extraordinary life that spanned the rural hills where he was groomed for tribal leadership, anti-apartheid activism, guerrilla warfare, 27 years of political imprisonment and, ultimately, the South African presidency, Mandela held a unique cachet that engendered respect and awe in capitals around the globe.'	He was the country’s most potent symbol of unity, using the power of forgiveness and reconciliation.	1.2695645554663924e-06
231	In an extraordinary life that spanned the rural hills where he was groomed for tribal leadership, anti-apartheid activism, guerrilla warfare, 27 years of political imprisonment and, ultimately, the South African presidency, Mandela held a unique cachet that engendered respect and awe in capitals around the globe.'	The South African leader, who passionately fought apartheid, dies at age 95	1.5178057406165807e-06
232	In an extraordinary life that spanned the rural hills where he was groomed for tribal leadership, anti-apartheid activism, guerrilla warfare, 27 years of political imprisonment and, ultimately, the South African presidency, Mandela held a unique cachet that engendered respect and awe in capitals around the globe.'	Nelson Mandela, the anti-apartheid crusader and former South African president, died Dec. 5 at 95. We’re bringing you live updates here.	1.0066220173319187e-06
233	In an extraordinary life that spanned the rural hills where he was groomed for tribal leadership, anti-apartheid activism, guerrilla warfare, 27 years of political imprisonment and, ultimately, the South African presidency, Mandela held a unique cachet that engendered respect and awe in capitals around the globe.'	In a symbol befitting a nation in mourning, a dark gray cloud swept over Johannesburg on Friday as news spread that Nelson Mandela is dead.	1.0234378674492346e-06
234	In an extraordinary life that spanned the rural hills where he was groomed for tribal leadership, anti-apartheid activism, guerrilla warfare, 27 years of political imprisonment and, ultimately, the South African presidency, Mandela held a unique cachet that engendered respect and awe in capitals around the globe.'	The people of South Africa reacted Friday with deep sadness at the loss of a man considered by many to be the father of the nation, while mourners said it was also a time to celebrate the achievements of the anti-apartheid leader who emerged from prison to become South Africa's first black president.	2.454278133327864e-06
235	In an extraordinary life that spanned the rural hills where he was groomed for tribal leadership, anti-apartheid activism, guerrilla warfare, 27 years of political imprisonment and, ultimately, the South African presidency, Mandela held a unique cachet that engendered respect and awe in capitals around the globe.'	When Nelson Mandela died on Thursday, people around the globe gathered to memorialize the man widely recognized as a beacon of courage, hope and freedom.	1.9288520043866873e-06
236	In an extraordinary life that spanned the rural hills where he was groomed for tribal leadership, anti-apartheid activism, guerrilla warfare, 27 years of political imprisonment and, ultimately, the South African presidency, Mandela held a unique cachet that engendered respect and awe in capitals around the globe.'	Mandela transformed his nation from oppressive regime to one of the most inclusive democracies on the planet.	2.081427526691889e-06
237	In an extraordinary life that spanned the rural hills where he was groomed for tribal leadership, anti-apartheid activism, guerrilla warfare, 27 years of political imprisonment and, ultimately, the South African presidency, Mandela held a unique cachet that engendered respect and awe in capitals around the globe.'	In an extraordinary life that spanned the rural hills where he was groomed for tribal leadership, anti-apartheid activism, guerrilla warfare, 27 years of political imprisonment and, ultimately, the South African presidency, Mandela held a unique cachet that engendered respect and awe in capitals around the globe.'	0.8527380718898593
238	At least two dead and dozens injured when bombs go off near finish line.	At least two dead and dozens injured when bombs go off near finish line.	0.5771872044372995
239	At least two dead and dozens injured when bombs go off near finish line.	Two explosions rocked the finish line at the Boston Marathon on Monday, killing three and wounding at least 144 people	7.459382642783948e-06
240	At least two dead and dozens injured when bombs go off near finish line.	Pressure cookers are believed to have been used to make the crude bombs that sent torrents of deadly shrapnel hurling into a crowd of onlookers and competitors at Monday’s Boston Marathon, experts told Fox News	1.0116167137727392e-06
241	At least two dead and dozens injured when bombs go off near finish line.	Two deadly bomb blasts, seconds apart, turned the 117th Boston Marathon – the nation’s premier event for elite and recreational runners – into a tragedy on Monday. Here is a timeline of how the day’s events unfolded: 9 a.m. ET — Race …	6.34465441518112e-07
242	At least two dead and dozens injured when bombs go off near finish line.	When two bombs detonated in the final stretch of the Boston Marathon on Monday afternoon, runners, spectators and people across the country and around the world were stunned by the public nature of	1.0954407214999954e-06
243	At least two dead and dozens injured when bombs go off near finish line.	Mayhem descended on the Boston marathon Monday afternoon, when an explosion at the finish line killed at least two and injured at least 23. TIME is tracking the breaking news from the scene in downtown Boston. Follow here for constant updates. 5:45 p.m.	1.1538964303845314e-06
244	At least two dead and dozens injured when bombs go off near finish line.	Two bombs exploded in the packed streets near the finish line of the Boston Marathon on Monday, killing two people and injuring more than 100 in a terrifying scene of shattered glass, billowing smoke, bloodstained pavement and severed limbs, authorities said	2.2213827082385075e-06
245	At least two dead and dozens injured when bombs go off near finish line.	Blasts near the finish line of the renowned race caused dozens of injuries and scattered crowds.	6.448739813646006e-06
246	At least two dead and dozens injured when bombs go off near finish line.	Two deadly explosions brought the Boston Marathon and much of this city to a chaotic halt Monday, killing at least three people, injuring about 140 and once again raising the specter of terrorism on American soil.	1.0886961339275897e-06
247	Two explosions rocked the finish line at the Boston Marathon on Monday, killing three and wounding at least 144 people	At least two dead and dozens injured when bombs go off near finish line.	8.172466483408371e-06
